Date,Open,High,Low,Close,Adj Close,Volume
2022-09-26,136.09,138.76,135.94,136.55,136.59,120609284
2022-09-27,138.38,139.05,135.65,137.47,137.43,58026319
2022-09-28,142.99,145.44,141.26,142.45,142.69,88293536
2022-09-29,149.46,150.58,147.15,147.94,148.14,55968140
2022-09-30,150.21,151.34,145.86,148.19,148.29,97839161
2022-10-03,147.77,149.42,146.81,148.69,148.74,52371335
2022-10-04,151.73,153.09,149.36,151.66,151.65,76036834
2022-10-05,148.39,150.78,146.89,149.44,149.25,76400257
2022-10-06,149.71,152.2,148.88,150.41,150.37,169392749
2022-10-07,149.84,151.24,149.19,150.4,150.42,93516413
2022-10-10,150.37,152.18,149.36,151.33,151.36,60944993
2022-10-11,148.2,151.23,147.94,149.14,149.21,95321486
2022-10-12,144.87,145.59,143.66,145.0,145.13,158514992
2022-10-13,138.73,142.2,135.59,139.75,139.65,42398605
2022-10-14,137.72,140.98,134.16,137.03,136.94,55847200
2022-10-17,135.21,137.49,133.87,135.96,136.16,69032262
2022-10-18,137.59,140.7,133.3,135.31,135.41,64813066
2022-10-19,139.79,140.64,137.75,140.17,140.12,66754604
2022-10-20,143.12,143.41,140.07,143.06,143.04,47513164
2022-10-21,139.57,143.24,138.64,140.66,140.65,122593344
2022-10-24,143.06,145.82,140.46,141.61,141.61,45584835
2022-10-25,141.58,144.59,139.48,140.64,140.71,69924328
2022-10-26,140.23,140.57,139.71,139.98,140.34,108151045
2022-10-27,139.38,143.28,138.19,140.52,140.54,74211818
2022-10-28,142.33,143.76,139.02,142.15,142.25,53234152
2022-10-31,140.4,142.52,137.19,141.35,141.11,46779806
2022-11-01,145.41,146.16,143.63,144.15,144.08,69199137
2022-11-02,141.97,145.5,139.59,141.28,141.45,57542727
2022-11-03,141.44,141.8,139.93,141.36,141.42,80585521
2022-11-04,146.03,151.28,144.17,148.19,147.54,45923648
2022-11-07,147.98,151.29,145.86,148.86,148.96,99688529
2022-11-08,153.45,156.31,152.59,152.82,153.11,78095344
2022-11-09,154.25,157.04,149.89,153.14,152.83,80152482
2022-11-10,155.85,159.21,151.04,154.82,155.05,124196499
2022-11-11,153.25,155.56,150.69,154.73,154.3,64345029
2022-11-14,154.6,154.76,151.72,154.32,154.47,58174799
2022-11-15,153.17,155.52,150.16,152.24,152.24,61915518
2022-11-16,151.97,154.95,150.6,153.49,153.13,70112690
2022-11-17,151.22,151.83,150.53,151.23,151.29,72649782
2022-11-18,153.37,154.21,150.82,153.12,153.3,56078018
2022-11-21,155.93,157.61,155.6,156.21,156.27,36944185
2022-11-22,155.57,157.74,152.33,157.31,157.41,61630875
2022-11-23,156.27,156.95,154.54,156.58,156.51,85065972
2022-11-24,157.62,161.56,155.9,157.93,157.64,78663441
2022-11-25,156.99,158.46,155.6,157.13,157.24,114129318
2022-11-28,159.33,163.8,155.46,159.87,160.15,148696661
2022-11-29,154.34,158.49,153.54,154.75,154.93,97832314
2022-11-30,153.85,154.57,153.14,153.89,153.59,121677042
2022-12-01,148.94,151.64,147.8,148.54,148.32,98087419
2022-12-02,144.4,146.89,141.97,144.66,144.54,136449263
2022-12-05,147.96,150.93,144.29,148.32,148.09,143349669
2022-12-06,150.88,151.38,149.8,150.8,150.81,104626401
2022-12-07,147.21,149.75,143.86,148.93,148.99,96035812
2022-12-08,145.43,145.85,143.9,145.02,144.81,69801594
2022-12-09,137.55,139.68,135.27,137.55,137.65,73922708
2022-12-12,136.3,139.66,136.0,136.27,136.35,66636005
2022-12-13,143.22,145.67,140.56,142.4,142.32,93216633
2022-12-14,141.9,146.18,139.53,143.58,143.56,58286254
2022-12-15,140.52,145.71,138.58,142.21,141.93,70147554
2022-12-16,143.7,146.19,142.51,143.47,143.42,32890328
2022-12-19,139.55,139.83,136.64,139.56,139.56,137080668
2022-12-20,139.02,142.05,135.5,138.87,138.9,69430205
2022-12-21,138.8,140.54,137.13,139.19,139.24,87965198
2022-12-22,139.59,139.74,136.77,139.03,139.07,124924987
2022-12-23,141.88,143.75,138.27,141.09,141.05,83311851
2022-12-26,142.44,145.79,141.07,142.03,142.07,124338590
2022-12-27,143.59,144.85,140.47,143.81,143.96,48563871
2022-12-28,140.31,143.93,139.23,142.11,142.09,173568080
2022-12-29,145.15,145.91,141.65,144.49,144.53,109724939
2022-12-30,149.95,150.3,148.3,148.85,148.83,80697612
2023-01-02,146.91,147.34,145.18,146.34,146.25,123503053
2023-01-03,143.33,146.75,141.35,144.09,144.16,49822460
2023-01-04,148.26,151.48,145.65,147.66,147.58,67793946
2023-01-05,147.98,148.64,144.07,147.22,147.28,124334529
2023-01-06,152.47,153.68,147.29,151.06,151.06,39017764
2023-01-09,149.14,150.78,148.6,149.92,149.88,91254137
2023-01-10,153.76,154.23,152.61,153.97,153.92,90355308
2023-01-11,155.1,157.31,152.93,154.41,154.33,149413428
2023-01-12,155.25,158.01,153.26,155.2,154.94,43097014
2023-01-13,158.63,162.34,156.59,159.7,159.76,131743781
2023-01-16,159.13,160.77,155.31,158.74,158.77,61662338
2023-01-17,156.68,158.92,153.1,156.14,156.27,64137858
2023-01-18,155.03,155.54,154.73,154.95,154.87,48900448
2023-01-19,156.5,157.23,154.43,156.29,156.59,51251244
2023-01-20,151.78,155.57,149.38,152.02,151.96,86376956
2023-01-23,155.2,158.2,151.99,153.84,153.7,50814001
2023-01-24,151.6,155.95,150.97,152.42,152.27,97182206
2023-01-25,155.13,159.26,153.49,155.67,155.4,59468692
2023-01-26,149.19,151.66,147.55,149.18,149.4,49054223
2023-01-27,147.92,151.36,146.33,147.14,147.35,62349453
2023-01-30,141.53,144.38,138.82,142.81,142.89,84380440
2023-01-31,139.66,140.92,138.44,140.76,140.64,68061688
2023-02-01,139.73,141.81,137.61,141.46,141.71,75903413
2023-02-02,141.09,141.6,139.18,141.06,141.01,95694490
2023-02-03,139.54,140.95,136.47,140.49,140.45,109545021
2023-02-06,139.82,141.47,139.27,140.15,140.35,67286172
2023-02-07,141.28,143.8,140.2,140.72,140.82,52039883
2023-02-08,137.72,141.02,136.59,138.25,138.56,77024317
2023-02-09,140.28,142.41,138.5,140.09,140.12,88430370
2023-02-10,141.58,142.47,140.42,141.83,141.78,44980733
2023-02-13,143.46,146.18,140.12,142.88,142.8,54914378
2023-02-14,144.8,146.18,143.39,144.39,144.12,58309947
2023-02-15,144.62,145.42,144.18,145.22,145.18,69738347
2023-02-16,150.56,151.88,148.91,150.71,150.88,57462137
2023-02-17,151.49,152.84,147.6,150.54,150.63,96058018
2023-02-20,150.13,151.27,146.57,149.78,149.78,42763780
2023-02-21,146.59,150.86,143.86,147.83,147.68,43145864
2023-02-22,145.74,148.55,143.08,145.17,145.21,66728158
2023-02-23,141.1,144.53,138.5,142.02,142.16,70527988
2023-02-24,141.01,141.63,137.4,139.83,139.89,45076577
2023-02-27,140.57,143.44,138.79,139.71,139.74,60650387
2023-02-28,140.87,143.3,138.62,140.62,140.51,65178051
2023-03-01,140.95,141.75,138.07,140.81,140.94,65354992
2023-03-02,138.78,141.25,137.58,138.95,138.51,79094760
2023-03-03,141.86,143.65,138.92,141.28,141.34,59497571
2023-03-06,142.92,144.89,141.13,143.24,143.61,125804714
2023-03-07,143.1,143.62,141.03,142.89,142.68,88975383
2023-03-08,142.03,143.94,140.84,141.29,141.25,56542828
2023-03-09,142.27,143.24,139.86,142.75,142.75,77522416
2023-03-10,142.77,144.01,139.66,143.3,143.24,78327086
2023-03-13,138.68,140.26,138.07,139.68,139.82,114736779
2023-03-14,138.68,142.91,137.32,139.57,139.64,60785681
2023-03-15,138.75,141.39,138.45,140.29,140.31,98106797
2023-03-16,138.71,140.03,137.86,138.1,138.21,76106766
2023-03-17,140.14,141.36,135.2,138.64,138.64,126410733
2023-03-20,136.27,139.34,133.38,135.11,135.54,117836741
2023-03-21,137.11,140.47,135.81,138.47,138.49,80353115
2023-03-22,142.29,145.57,140.6,141.67,141.7,68421643
2023-03-23,142.3,143.47,137.64,141.1,140.85,89550273
2023-03-24,141.7,142.62,140.7,142.09,142.01,70409669
2023-03-27,136.2,138.15,133.61,136.11,136.27,135043317
2023-03-28,131.76,134.61,130.74,133.37,133.19,77088386
2023-03-29,132.94,135.63,132.37,132.73,132.44,65073226
2023-03-30,129.42,133.13,127.17,130.25,130.25,63855507
2023-03-31,132.15,133.78,131.86,131.99,132.18,49054192
2023-04-03,135.61,140.22,133.27,136.89,136.89,91129703
2023-04-04,134.52,136.44,133.14,134.08,134.03,56288158
2023-04-05,132.94,133.94,129.63,132.13,131.89,110149661
2023-04-06,132.13,134.44,129.56,132.75,132.81,47701404
2023-04-07,135.79,136.98,133.29,136.72,136.81,78415579
2023-04-10,132.08,136.52,131.87,133.81,133.57,112175704
2023-04-11,134.25,134.93,131.85,134.47,134.62,35311251
2023-04-12,138.53,140.18,135.1,139.01,139.12,152000081
2023-04-13,133.74,136.97,132.83,135.0,135.15,64627388
2023-04-14,132.34,132.61,130.98,131.98,132.06,78796729
2023-04-17,130.68,131.42,128.0,131.04,131.12,91605869
2023-04-18,129.04,132.17,128.41,129.87,129.94,96701922
2023-04-19,131.41,132.21,129.19,131.85,131.96,82545321
2023-04-20,133.33,134.99,129.95,132.48,132.24,106332685
2023-04-21,128.84,130.01,128.13,128.37,128.18,89941806
2023-04-24,129.53,130.47,127.68,129.63,129.53,138905870
2023-04-25,128.82,129.54,126.44,128.35,128.33,90044388
2023-04-26,130.47,133.92,129.39,131.38,131.43,149173572
2023-04-27,129.99,133.09,127.1,129.97,130.01,102808260
2023-04-28,128.66,129.22,127.91,128.54,128.69,39864076
2023-05-01,129.49,132.98,128.23,129.86,130.01,187049642
2023-05-02,132.06,134.08,128.9,131.71,131.6,61342178
2023-05-03,132.22,135.02,131.48,132.84,132.87,126586835
2023-05-04,129.32,131.66,126.26,128.93,128.82,75706636
2023-05-05,130.67,133.01,129.86,130.24,130.22,108730212
2023-05-08,125.66,130.54,124.06,127.9,127.94,58940030
2023-05-09,129.42,131.05,128.14,128.5,128.06,93363334
2023-05-10,123.01,127.03,120.89,125.3,125.61,68639723
2023-05-11,125.9,127.48,123.39,126.37,126.44,130339059
2023-05-12,125.37,125.81,121.94,124.61,124.53,87446044
2023-05-15,121.58,123.88,118.6,121.82,122.05,104070446
2023-05-16,122.36,123.67,120.27,123.45,123.4,35165349
2023-05-17,123.23,124.99,120.83,124.04,124.06,72787022
2023-05-18,123.49,123.89,121.12,122.73,122.67,86589727
2023-05-19,124.58,126.74,121.73,126.04,126.25,81105707
2023-05-22,125.95,128.0,123.04,125.1,125.09,104992942
2023-05-23,125.19,127.24,122.41,125.23,125.25,65984616
2023-05-24,124.99,127.29,124.16,125.89,126.04,76291657
2023-05-25,124.12,124.95,122.51,124.55,124.62,113399556
2023-05-26,124.9,127.1,122.59,125.67,125.66,33782636
2023-05-29,125.17,126.36,123.79,124.52,124.66,92181622
2023-05-30,124.2,126.48,122.91,123.66,123.97,66728251
2023-05-31,125.48,128.68,122.41,126.79,126.83,54498695
2023-06-01,124.19,126.08,122.77,124.49,124.51,84375627
2023-06-02,118.64,120.77,118.0,119.25,119.27,115249122
2023-06-05,123.77,126.76,121.72,122.82,122.98,107898228
2023-06-06,127.6,131.11,126.26,128.64,128.57,71535837
2023-06-07,128.99,130.66,125.73,127.76,127.73,101900561
2023-06-08,123.42,124.99,120.56,123.44,123.25,101627267
2023-06-09,121.95,123.01,118.94,122.81,122.66,72741216
2023-06-12,121.74,125.12,119.71,122.23,122.17,58845179
2023-06-13,121.29,122.93,119.13,121.87,121.86,60048718
2023-06-14,118.59,120.36,117.56,119.51,119.72,100558212
2023-06-15,120.88,123.9,118.21,120.81,120.88,73901766
2023-06-16,121.12,124.24,120.36,122.02,121.9,52004192
2023-06-19,117.28,119.08,116.86,118.83,118.74,41586937
2023-06-20,120.12,120.69,117.19,120.39,120.56,100346492
2023-06-21,123.63,125.18,120.94,124.98,125.12,61936871
2023-06-22,124.86,127.35,123.82,125.42,125.43,84194014
2023-06-23,124.04,125.06,121.9,124.72,124.66,115744541
2023-06-26,123.81,127.37,122.29,124.46,124.6,47435198
2023-06-27,127.41,130.4,124.8,125.9,125.77,73824453
2023-06-28,122.13,123.86,121.13,122.09,122.14,70650498
2023-06-29,122.69,124.63,121.99,122.51,122.79,85661040
2023-06-30,120.41,122.68,118.7,121.71,121.73,115722387
2023-07-03,125.38,126.2,123.92,125.88,125.78,47095618
2023-07-04,125.7,128.05,123.87,125.54,125.59,91552941
2023-07-05,128.63,129.87,127.84,129.43,129.36,107610845
2023-07-06,127.63,128.02,123.95,126.94,126.76,70263758
2023-07-07,127.42,129.43,125.34,128.34,128.43,71477425
2023-07-10,128.92,129.31,126.01,129.14,129.29,86829410
2023-07-11,126.75,128.65,126.29,127.19,127.15,84620291
2023-07-12,127.78,130.08,125.62,127.66,127.61,91956121
2023-07-13,130.03,133.17,127.25,130.53,130.41,91280419
2023-07-14,129.62,131.85,128.46,129.83,129.81,53186138
2023-07-17,125.82,128.68,125.1,126.0,125.92,106068104
2023-07-18,125.46,127.37,124.53,126.01,125.89,112827738
2023-07-19,124.4,127.06,123.1,124.04,124.27,80047253
2023-07-20,123.51,125.13,121.88,123.33,123.39,44457503
2023-07-21,123.14,123.99,122.05,123.21,123.28,72047607
2023-07-24,119.23,122.36,118.33,119.53,119.64,80280774
2023-07-25,116.72,117.6,114.24,116.16,116.25,50243341
2023-07-26,117.06,117.42,116.79,117.23,117.18,66117918
2023-07-27,115.97,116.97,114.9,116.18,116.21,45796553
2023-07-28,111.06,112.15,109.04,110.99,110.96,92762307
2023-07-31,113.76,114.84,112.03,112.62,112.67,79485329
2023-08-01,112.31,114.76,111.6,113.22,113.26,42159667
2023-08-02,112.34,114.84,111.18,111.83,111.78,84817408
2023-08-03,108.02,110.13,107.91,109.26,109.11,73531212
2023-08-04,111.11,112.61,109.59,110.96,110.98,89858221
2023-08-07,112.77,113.8,111.5,111.71,111.69,65395389
2023-08-08,117.0,119.43,115.78,116.66,116.44,56654437
2023-08-09,117.72,118.28,114.67,117.6,117.66,57265164
2023-08-10,118.08,118.89,115.36,118.48,118.59,62123760
2023-08-11,118.2,119.74,117.45,118.17,118.47,75495790
2023-08-14,119.8,122.03,118.79,119.98,119.93,78986233
2023-08-15,120.82,123.83,119.35,121.39,121.33,70157039
2023-08-16,124.0,126.09,121.36,124.21,124.07,64671866
2023-08-17,123.25,125.67,120.61,123.11,123.13,66320362
2023-08-18,121.64,123.48,121.15,122.2,122.23,180402738
2023-08-21,120.62,121.42,120.14,121.21,121.11,57267559
2023-08-22,122.0,123.47,120.65,123.0,122.98,61694692
2023-08-23,126.72,126.96,123.65,126.42,126.17,237540242
2023-08-24,125.85,126.97,122.66,125.44,125.55,86907363
2023-08-25,124.71,126.32,124.09,124.54,124.44,46270049
2023-08-28,126.02,127.23,123.45,125.3,125.29,100728485
2023-08-29,124.87,126.67,124.21,124.8,124.62,54542188
2023-08-30,127.32,128.91,124.8,127.02,126.94,103095901
2023-08-31,122.25,124.36,119.22,122.03,121.99,69661745
2023-09-01,120.21,122.32,118.78,120.28,120.28,64299995
2023-09-04,118.27,119.67,117.92,118.65,118.71,131722291
2023-09-05,115.36,116.43,112.15,113.85,114.01,91444166
2023-09-06,111.64,113.62,110.43,111.94,112.02,105428649
2023-09-07,109.72,111.85,107.48,110.16,110.27,87331393
2023-09-08,110.1,111.04,108.8,109.81,109.97,64195462
2023-09-11,112.25,113.26,109.62,112.08,112.15,92894288
2023-09-12,110.7,113.61,109.86,111.64,111.64,114515879
2023-09-13,110.38,112.2,109.11,109.64,109.75,78621596
2023-09-14,109.51,110.04,108.6,109.58,109.69,140901776
2023-09-15,110.97,113.01,110.77,111.71,111.79,101003849
2023-09-18,110.6,113.08,108.97,109.82,109.66,80776170
2023-09-19,108.49,108.69,106.26,108.08,107.99,81900770
2023-09-20,108.39,111.57,107.92,109.22,109.19,78690395
2023-09-21,110.0,110.54,108.44,108.84,108.92,48402648
2023-09-22,110.6,112.06,109.7,110.16,110.16,72672485
2023-09-25,110.18,111.42,109.86,110.19,110.31,81036800
2023-09-26,112.7,112.84,109.18,111.64,111.78,64835826
2023-09-27,109.73,112.25,107.03,109.62,109.76,84409087
2023-09-28,109.63,110.96,109.4,109.65,109.78,75561412
2023-09-29,108.85,111.9,106.76,109.28,109.17,98325192
2023-10-02,107.34,108.19,104.97,106.97,107.02,94592429
2023-10-03,104.34,106.62,101.45,104.04,103.98,79518664
2023-10-04,105.39,107.83,104.4,105.38,105.21,46477280
2023-10-05,104.27,106.27,103.45,104.77,104.74,140364284
2023-10-06,102.98,103.59,101.68,102.9,103.04,71366335
2023-10-09,102.73,104.57,100.51,102.77,102.82,72906504
2023-10-10,104.09,106.42,102.16,104.93,105.14,66526862
2023-10-11,99.86,103.14,98.63,100.75,100.77,63215152
2023-10-12,98.45,99.59,97.44,98.12,98.36,128754621
2023-10-13,95.04,97.26,93.29,96.55,96.56,121827197
2023-10-16,99.29,99.71,97.03,99.16,99.17,87621447
2023-10-17,99.43,101.49,98.37,99.71,99.59,72230548
2023-10-18,101.94,104.43,99.42,101.15,101.26,93147048
2023-10-19,98.84,99.3,97.79,99.14,99.09,76962405
2023-10-20,97.59,99.42,95.99,97.2,97.14,70169243
2023-10-23,97.8,100.31,96.47,98.03,98.16,84421759
2023-10-24,98.25,98.52,96.25,98.18,98.29,64269353
2023-10-25,99.64,100.0,96.77,99.2,99.31,81923067
2023-10-26,98.63,100.65,97.48,98.91,98.87,80557034
2023-10-27,100.04,101.7,98.53,99.45,99.45,92620983
2023-10-30,99.18,100.04,98.2,99.78,99.77,60387986
2023-10-31,101.41,103.54,100.8,101.23,101.31,96162150
2023-11-01,103.33,104.73,101.92,102.76,102.92,54613390
2023-11-02,100.25,102.53,99.54,99.85,99.89,61380352
2023-11-03,97.04,99.18,94.85,95.93,96.12,62325106
2023-11-06,97.28,99.73,96.79,97.72,97.81,51535453
2023-11-07,99.05,101.22,98.13,99.88,99.86,107015096
2023-11-08,97.52,98.8,95.57,98.11,98.19,53427187
2023-11-09,95.3,96.55,94.26,94.92,95.08,58725109
2023-11-10,95.42,95.74,93.64,95.13,95.32,116382340
2023-11-13,96.84,98.47,94.59,96.78,96.9,61422988
2023-11-14,99.34,100.43,97.89,100.01,100.01,70220351
2023-11-15,101.45,102.8,100.42,100.99,100.97,52629561
2023-11-16,99.62,100.59,98.7,100.36,100.42,100385827
2023-11-17,99.49,100.31,97.31,98.81,98.97,100871335
2023-11-20,100.57,101.23,97.57,98.87,98.91,97136691
2023-11-21,98.6,100.17,97.93,98.38,98.43,90524773
2023-11-22,96.98,98.91,95.51,96.65,96.65,76956805
2023-11-23,100.02,100.56,98.62,100.32,100.29,62424403
2023-11-24,102.52,105.86,101.76,103.64,103.63,56387576
2023-11-27,105.45,108.12,103.79,105.83,105.85,117796086
2023-11-28,103.46,105.1,103.18,104.14,104.32,98019810
2023-11-29,104.88,107.58,103.93,105.8,105.78,58840573
2023-11-30,108.18,109.34,104.9,107.08,107.08,76052906
2023-12-01,108.16,108.67,107.2,107.98,107.89,67521619
2023-12-04,110.74,112.25,108.77,110.49,110.57,50532382
2023-12-05,111.6,112.15,110.39,111.81,111.96,79811379
2023-12-06,113.24,115.86,112.27,113.36,113.54,64849271
2023-12-07,115.38,118.06,112.08,114.72,114.74,53736919
2023-12-08,115.45,117.87,114.39,115.48,115.54,44691875
2023-12-11,112.23,113.86,111.13,111.88,111.86,43386871
2023-12-12,111.96,113.71,109.41,112.1,112.16,65857213
2023-12-13,110.8,113.76,108.71,111.03,111.06,72799193
2023-12-14,107.63,109.3,105.76,108.55,108.56,55209377
2023-12-15,110.61,112.25,110.37,111.94,111.95,94183679
2023-12-18,115.35,117.2,114.87,115.53,115.58,73298989
2023-12-19,118.48,119.53,116.51,118.44,118.41,91780327
2023-12-20,118.12,120.08,117.41,119.04,119.01,70349054
2023-12-21,122.0,122.17,121.22,122.02,122.23,56939935
2023-12-22,122.15,124.02,119.7,122.11,122.44,78056214
2023-12-25,121.02,123.51,120.07,122.61,122.46,48209304
2023-12-26,119.61,120.93,119.29,120.27,120.12,90585268
2023-12-27,121.49,121.72,120.96,121.19,121.07,54027106
2023-12-28,121.66,122.84,119.96,121.38,121.36,103427356
2023-12-29,117.79,121.24,115.93,118.62,118.72,66621583
2024-01-01,118.67,119.75,115.97,118.56,118.63,108785150
2024-01-02,119.17,121.23,118.01,118.44,118.46,50631301
2024-01-03,122.96,125.32,121.69,122.39,122.46,59161365
2024-01-04,124.36,125.54,122.66,124.44,124.35,85696787
2024-01-05,124.17,127.1,122.96,124.52,124.49,112974496
2024-01-08,124.66,127.34,123.09,125.13,125.13,134397419
2024-01-09,125.64,127.45,122.38,125.29,125.09,76093760
2024-01-10,125.03,125.16,123.13,124.89,124.74,142693515
2024-01-11,123.0,123.22,121.19,122.53,122.4,67769044
2024-01-12,122.35,125.38,119.23,122.26,122.35,110173542
2024-01-15,121.27,123.67,120.37,120.68,120.71,53932041
2024-01-16,118.11,120.89,115.29,118.05,118.12,86882644
2024-01-17,119.75,122.47,117.64,119.19,118.97,33045835
2024-01-18,120.71,120.89,118.52,120.09,119.91,50649596
2024-01-19,115.78,118.67,113.1,116.34,116.42,88307495
2024-01-22,114.87,117.51,113.36,116.13,115.81,47376888
2024-01-23,119.38,121.77,116.93,118.29,118.43,87088119
2024-01-24,120.81,120.95,119.71,120.62,120.4,103002005
2024-01-25,121.66,123.9,119.61,122.92,123.03,62930191
2024-01-26,122.54,125.41,120.74,123.06,122.95,53429048
2024-01-29,121.82,124.26,120.52,121.26,121.39,63530671
2024-01-30,118.77,120.86,116.63,118.97,119.35,53487811
2024-01-31,119.4,120.75,117.43,119.77,119.49,72389652
2024-02-01,121.65,122.68,119.37,120.64,120.72,77728332
2024-02-02,122.75,126.51,122.61,123.52,123.3,67382448
2024-02-05,125.45,127.51,123.98,126.05,126.11,134762483
2024-02-06,125.97,127.45,125.66,125.81,125.78,58305520
2024-02-07,123.37,125.12,122.73,123.08,123.09,122057192
2024-02-08,122.79,124.12,121.04,122.43,122.32,52094239
2024-02-09,123.63,125.4,122.6,122.96,123.06,76934950
2024-02-12,122.72,124.11,121.64,122.57,122.39,113474144
2024-02-13,121.71,124.25,119.33,121.36,121.51,111437413
2024-02-14,121.78,124.75,120.75,121.97,121.92,64741204
2024-02-15,120.96,123.79,117.9,120.92,120.75,91082210
2024-02-16,119.69,121.43,116.86,119.61,119.8,86912406
2024-02-19,120.5,121.89,118.53,120.34,120.33,62085309
2024-02-20,120.08,122.23,116.63,119.53,119.75,93043822
2024-02-21,120.51,123.05,117.48,120.11,120.25,143934793
2024-02-22,120.79,122.54,119.71,120.75,120.66,88462908
2024-02-23,117.78,120.46,115.54,118.35,118.34,91442727
2024-02-26,117.43,119.67,116.88,117.39,117.4,94892280
2024-02-27,120.5,122.6,118.4,120.52,120.7,44976777
2024-02-28,118.21,120.45,116.57,118.08,118.13,88108300
2024-02-29,115.22,115.91,113.55,113.71,113.73,52542494
2024-03-01,109.67,111.44,108.84,110.02,109.99,61009383
2024-03-04,110.4,112.07,107.49,110.12,110.12,159839108
2024-03-05,110.94,111.06,109.29,110.23,110.38,68638015
2024-03-06,110.12,112.49,109.46,110.05,110.05,57883199
2024-03-07,114.11,115.9,111.91,112.53,112.49,112268353
2024-03-08,107.05,107.73,105.71,107.3,107.23,53828397
2024-03-11,108.32,110.55,105.82,108.11,108.05,64128662
2024-03-12,110.71,113.27,108.58,111.24,111.09,116123742
2024-03-13,108.83,111.15,107.58,109.06,108.97,76131092
2024-03-14,108.52,109.65,107.71,108.36,108.52,43420390
2024-03-15,107.49,109.81,106.73,106.95,106.93,90729674
2024-03-18,105.49,106.65,104.02,105.29,105.37,65282568
2024-03-19,105.51,107.06,102.57,104.72,104.46,128565195
2024-03-20,107.43,107.6,105.45,107.5,107.56,60662316
2024-03-21,110.94,112.99,109.74,111.16,111.14,108355469
2024-03-22,112.33,114.38,108.85,110.54,110.49,139628095
2024-03-25,114.72,116.39,113.14,114.45,114.47,55682058
2024-03-26,114.08,116.05,112.38,114.57,114.52,70095847
2024-03-27,117.81,120.72,116.23,118.3,118.05,85927761
2024-03-28,117.49,120.21,115.45,118.15,118.26,55557421
2024-03-29,119.15,120.07,116.92,118.49,118.52,82441697
2024-04-01,119.06,122.19,116.26,119.32,119.29,69322256
2024-04-02,126.5,128.78,124.98,126.41,126.28,68835146
2024-04-03,128.37,131.59,128.19,128.42,128.23,76295697
2024-04-04,127.41,130.5,126.0,126.85,126.88,76894224
2024-04-05,128.48,132.12,126.81,129.14,129.35,79427637
2024-04-08,127.53,130.81,125.75,128.36,128.38,60818796
2024-04-09,127.46,129.45,125.47,127.29,127.11,61755189
2024-04-10,129.91,130.58,127.1,129.45,129.48,71950793
2024-04-11,129.84,131.66,128.59,129.58,129.57,73834266
2024-04-12,129.65,132.81,127.46,130.29,130.4,64321300
2024-04-15,130.91,132.68,128.04,130.38,130.46,84004216
2024-04-16,130.64,134.1,129.22,131.23,130.84,39738540
2024-04-17,131.88,132.78,130.48,132.3,132.37,58080206
2024-04-18,127.1,129.12,126.42,127.82,127.69,68000385
2024-04-19,130.43,132.15,128.01,129.42,129.24,55581354
2024-04-22,127.7,129.15,124.68,127.21,127.19,132649116
2024-04-23,124.46,124.91,121.18,124.01,124.06,75496761
2024-04-24,124.86,125.45,122.04,123.93,123.73,79786754
2024-04-25,126.27,128.94,123.16,124.18,124.26,63329886
2024-04-26,121.43,124.24,119.32,122.69,122.78,74586944
2024-04-29,124.04,124.87,121.72,124.6,124.6,49016128
2024-04-30,121.23,121.85,120.14,121.68,121.57,70672190
2024-05-01,120.23,122.34,117.72,120.84,120.72,54029768
2024-05-02,118.86,120.22,118.53,119.63,119.75,68060489
2024-05-03,119.37,121.73,119.22,119.59,119.4,30615833
2024-05-06,119.36,122.66,118.89,120.24,120.37,50536052
2024-05-07,118.37,119.14,117.57,118.13,118.11,125193727
2024-05-08,119.77,121.6,117.09,119.74,119.72,100296151
2024-05-09,120.27,120.84,118.58,119.93,119.72,119003378
2024-05-10,116.32,117.28,115.08,115.96,115.95,121898722
2024-05-13,112.4,114.91,110.73,112.0,112.07,94919931
2024-05-14,111.77,113.6,110.6,112.02,111.87,64006463
2024-05-15,113.05,115.56,110.71,111.63,111.68,52167008
2024-05-16,111.63,112.34,110.99,111.47,111.48,112039190
2024-05-17,110.22,112.46,108.37,111.46,111.39,76714205
2024-05-20,111.29,113.35,110.82,111.97,112.06,179539654
2024-05-21,112.76,115.37,110.54,113.95,113.69,66003239
2024-05-22,111.75,114.54,111.09,111.74,111.78,149605475
2024-05-23,109.38,109.87,107.35,109.46,109.63,70995108
2024-05-24,107.07,109.67,104.89,107.37,107.53,119713947
2024-05-27,109.28,111.66,107.55,107.98,108.02,135819964
2024-05-28,110.84,112.42,110.14,110.48,110.44,52428777
2024-05-29,110.15,111.17,107.06,109.67,109.6,63290724
2024-05-30,104.3,106.3,103.04,104.89,104.86,52245062
2024-05-31,101.16,102.58,99.53,101.77,101.82,48764741
2024-06-03,100.32,102.34,100.14,100.3,100.22,94723442
2024-06-04,99.44,100.73,98.58,99.34,99.42,70012106
2024-06-05,97.56,100.95,96.28,98.66,98.87,76387290
2024-06-06,98.66,100.35,96.47,98.77,98.76,91119498
2024-06-07,98.27,99.58,97.52,98.26,98.13,39150090
2024-06-10,100.05,101.99,98.09,100.18,100.05,117666719
2024-06-11,98.53,100.31,96.87,99.01,99.09,66373982
2024-06-12,97.22,99.75,96.85,97.53,97.53,90362428
2024-06-13,98.32,98.96,97.53,98.42,98.51,93199057
2024-06-14,95.83,98.17,95.14,95.78,95.73,121178772
